{28.75,27.50,28.00,27.25,28.75,29.00,28.75,28.50,27.75,27.25,27.25,28.00,27.75,30.25,28.75,28.25,27.75,26.50,26.75,28.25,28.75,28.50,28.50,27.50,27.00,27.00,26.50,28.25,29.00,27.75,27.00,26.75,27.25,26.50,26.25,27.00,28.00,27.50,27.25,27.25,27.75,26.50,26.50,26.25,26.75,27.00,26.75,26.75,27.75,27.00,27.00,26.75,27.00,27.00,26.75,27.50,28.00,27.00,26.75,26.50,26.75,27.25,27.25,27.50,}
{29.00,27.50,28.00,27.25,28.75,29.00,28.50,28.50,27.75,27.25,27.25,27.75,27.75,30.50,29.00,28.25,27.75,26.75,26.75,28.25,29.25,28.75,28.50,27.50,27.00,27.00,26.75,28.25,29.00,27.75,27.25,26.75,27.25,26.50,26.25,26.75,28.00,27.00,27.25,27.00,27.50,26.50,26.50,26.50,26.75,27.00,26.75,26.75,27.75,27.00,27.25,26.75,27.00,27.00,27.00,27.50,28.00,27.00,26.75,26.50,26.75,27.25,27.25,27.75,}
{29.00,27.50,28.00,27.25,28.75,29.00,28.50,28.50,27.75,27.25,27.25,27.75,27.75,30.50,29.00,28.25,27.75,26.75,26.75,28.25,29.25,28.75,28.50,27.50,27.00,27.00,26.75,28.25,29.00,27.75,27.25,26.75,27.25,26.50,26.25,26.75,28.00,27.00,27.25,27.00,27.50,26.50,26.50,26.50,26.75,27.00,26.75,26.75,27.75,27.00,27.25,26.75,27.00,27.00,27.00,27.50,28.00,27.00,26.75,26.50,26.75,27.25,27.25,27.75,}
{29.00,27.50,28.00,27.25,28.75,29.00,28.50,28.50,27.75,27.25,27.25,27.75,27.75,30.50,29.00,28.25,27.75,26.75,26.75,28.25,29.25,28.75,28.50,27.50,27.00,27.00,26.75,28.25,29.00,27.75,27.25,26.75,27.25,26.50,26.25,26.75,28.00,27.00,27.25,27.00,27.50,26.50,26.50,26.50,26.75,27.00,26.75,26.75,27.75,27.00,27.25,26.75,27.00,27.00,27.00,27.50,28.00,27.00,26.75,26.50,26.75,27.25,27.25,27.75,}
{29.00,27.50,28.00,27.25,28.75,29.00,28.50,28.50,27.75,27.25,27.25,27.75,27.75,30.50,29.00,28.25,27.75,26.75,26.75,28.25,29.25,28.75,28.50,27.50,27.00,27.00,26.75,28.25,29.00,27.75,27.25,26.75,27.25,26.50,26.25,26.75,28.00,27.00,27.25,27.00,27.50,26.50,26.50,26.50,26.75,27.00,26.75,26.75,27.75,27.00,27.25,26.75,27.00,27.00,27.00,27.50,28.00,27.00,26.75,26.50,26.75,27.25,27.25,27.75,}
{29.00,27.50,28.00,27.25,28.75,29.00,28.50,28.50,27.75,27.25,27.25,27.75,27.75,30.50,29.00,28.25,27.75,26.75,26.75,28.25,29.25,28.75,28.50,27.50,27.00,27.00,26.75,28.25,29.00,27.75,27.25,26.75,27.25,26.50,26.25,26.75,28.00,27.00,27.25,27.00,27.50,26.50,26.50,26.50,26.75,27.00,26.75,26.75,27.75,27.00,27.25,26.75,27.00,27.00,27.00,27.50,28.00,27.00,26.75,26.50,26.75,27.25,27.25,27.75,}
{28.75,27.50,28.00,27.25,28.75,29.00,28.50,28.50,28.25,27.25,27.25,28.00,28.00,30.50,29.00,28.25,27.50,26.75,26.75,28.25,29.25,28.75,28.50,27.50,27.00,27.00,26.75,27.75,29.25,28.50,27.25,27.00,27.25,26.50,26.25,26.75,28.25,27.75,27.25,27.00,27.50,26.50,26.50,26.25,26.75,27.25,27.00,27.00,27.50,26.75,27.25,26.75,27.00,27.00,27.00,27.75,27.75,27.00,26.50,26.50,26.75,27.25,27.25,27.50,}
{28.75,27.50,28.00,27.25,28.75,29.00,28.50,28.50,28.25,27.25,27.25,28.00,28.00,30.50,29.00,28.25,27.50,26.75,26.75,28.25,29.25,28.75,28.50,27.50,27.00,27.00,26.75,27.75,29.25,28.50,27.25,27.00,27.25,26.50,26.25,26.75,28.25,27.75,27.25,27.00,27.50,26.50,26.50,26.25,26.75,27.25,27.00,27.00,27.50,26.75,27.25,26.75,27.00,27.00,27.00,27.75,27.75,27.00,26.50,26.50,26.75,27.25,27.25,27.50,}
{28.75,27.50,28.00,27.25,28.75,29.00,28.50,28.50,28.25,27.25,27.25,28.00,28.00,30.50,29.00,28.25,27.50,26.75,26.75,28.25,29.25,28.75,28.50,27.50,27.00,27.00,26.75,27.75,29.25,28.50,27.25,27.00,27.25,26.50,26.25,26.75,28.25,27.75,27.25,27.00,27.50,26.50,26.50,26.25,26.75,27.25,27.00,27.00,27.50,26.75,27.25,26.75,27.00,27.00,27.00,27.75,27.75,27.00,26.50,26.50,26.75,27.25,27.25,27.50,}
{28.75,27.50,28.00,27.25,28.75,29.00,28.50,28.50,28.25,27.25,27.25,28.00,28.00,30.50,29.00,28.25,27.50,26.75,26.75,28.25,29.25,28.75,28.50,27.50,27.00,27.00,26.75,27.75,29.25,28.50,27.25,27.00,27.25,26.50,26.25,26.75,28.25,27.75,27.25,27.00,27.50,26.50,26.50,26.25,26.75,27.25,27.00,27.00,27.50,26.75,27.25,26.75,27.00,27.00,27.00,27.75,27.75,27.00,26.50,26.50,26.75,27.25,27.25,27.50,}
{28.75,27.50,28.00,27.25,28.75,29.00,28.50,28.50,28.25,27.25,27.25,28.00,28.00,30.50,29.00,28.25,27.50,26.75,26.75,28.25,29.25,28.75,28.50,27.50,27.00,27.00,26.75,27.75,29.25,28.50,27.25,27.00,27.25,26.50,26.25,26.75,28.25,27.75,27.25,27.00,27.50,26.50,26.50,26.25,26.75,27.25,27.00,27.00,27.50,26.75,27.25,26.75,27.00,27.00,27.00,27.75,27.75,27.00,26.50,26.50,26.75,27.25,27.25,27.50,}
{28.75,27.50,28.00,27.25,28.50,29.00,28.75,28.50,28.25,27.00,27.25,28.00,27.75,30.50,29.00,28.25,27.50,26.50,26.75,28.25,28.75,28.75,28.75,27.75,27.00,27.00,26.75,27.50,29.00,28.75,28.00,28.00,27.25,26.50,26.25,26.75,28.00,28.25,28.00,28.00,27.75,26.50,26.50,26.25,27.00,27.50,27.25,27.50,27.25,26.75,27.00,26.75,27.00,27.00,27.00,27.75,27.75,27.00,26.50,26.50,26.75,27.25,27.50,27.50,}
{28.75,27.50,28.00,27.25,28.50,29.00,28.75,28.50,28.25,27.00,27.25,28.00,27.75,30.50,29.00,28.25,27.50,26.50,26.75,28.25,28.75,28.75,28.75,27.75,27.00,27.00,26.75,27.50,29.00,28.75,28.00,28.00,27.25,26.50,26.25,26.75,28.00,28.25,28.00,28.00,27.75,26.50,26.50,26.25,27.00,27.50,27.25,27.50,27.25,26.75,27.00,26.75,27.00,27.00,27.00,27.75,27.75,27.00,26.50,26.50,26.75,27.25,27.50,27.50,}
{28.75,27.50,28.00,27.25,28.50,29.00,28.75,28.50,28.25,27.00,27.25,28.00,27.75,30.50,29.00,28.25,27.50,26.50,26.75,28.25,28.75,28.75,28.75,27.75,27.00,27.00,26.75,27.50,29.00,28.75,28.00,28.00,27.25,26.50,26.25,26.75,28.00,28.25,28.00,28.00,27.75,26.50,26.50,26.25,27.00,27.50,27.25,27.50,27.25,26.75,27.00,26.75,27.00,27.00,27.00,27.75,27.75,27.00,26.50,26.50,26.75,27.25,27.50,27.50,}
{28.75,27.50,28.00,27.25,28.50,29.00,28.75,28.50,28.25,27.00,27.25,28.00,27.75,30.50,29.00,28.25,27.50,26.50,26.75,28.25,28.75,28.75,28.75,27.75,27.00,27.00,26.75,27.50,29.00,28.75,28.00,28.00,27.25,26.50,26.25,26.75,28.00,28.25,28.00,28.00,27.75,26.50,26.50,26.25,27.00,27.50,27.25,27.50,27.25,26.75,27.00,26.75,27.00,27.00,27.00,27.75,27.75,27.00,26.50,26.50,26.75,27.25,27.50,27.50,}
{28.75,27.50,28.00,27.25,28.50,29.00,28.75,28.50,28.25,27.00,27.25,28.00,27.75,30.50,29.00,28.25,27.50,26.50,26.75,28.25,28.75,28.75,28.75,27.75,27.00,27.00,26.75,27.50,29.00,28.75,28.00,28.00,27.25,26.50,26.25,26.75,28.00,28.25,28.00,28.00,27.75,26.50,26.50,26.25,27.00,27.50,27.25,27.50,27.25,26.75,27.00,26.75,27.00,27.00,27.00,27.75,27.75,27.00,26.50,26.50,26.75,27.25,27.50,27.50,}
{28.75,27.75,28.00,27.25,28.50,29.00,29.00,28.50,28.25,27.00,27.25,28.00,27.75,30.75,29.25,28.00,27.75,26.50,26.50,28.25,28.50,28.75,28.50,27.75,27.00,27.00,26.75,27.25,28.25,28.00,28.00,27.75,27.25,26.75,26.25,26.75,27.75,27.50,28.00,28.50,27.75,26.50,26.50,26.50,27.00,27.25,27.25,27.50,27.50,27.00,27.00,27.00,26.75,27.25,27.00,27.75,28.00,27.25,26.75,26.75,26.75,27.25,27.50,27.75,}
{28.75,27.75,28.00,27.25,28.50,29.00,29.00,28.50,28.25,27.00,27.25,28.00,27.75,30.75,29.25,28.00,27.75,26.50,26.50,28.25,28.50,28.75,28.50,27.75,27.00,27.00,26.75,27.25,28.25,28.00,28.00,27.75,27.25,26.75,26.25,26.75,27.75,27.50,28.00,28.50,27.75,26.50,26.50,26.50,27.00,27.25,27.25,27.50,27.50,27.00,27.00,27.00,26.75,27.25,27.00,27.75,28.00,27.25,26.75,26.75,26.75,27.25,27.50,27.75,}
{28.75,27.75,28.00,27.25,28.50,29.00,29.00,28.50,28.25,27.00,27.25,28.00,27.75,30.75,29.25,28.00,27.75,26.50,26.50,28.25,28.50,28.75,28.50,27.75,27.00,27.00,26.75,27.25,28.25,28.00,28.00,27.75,27.25,26.75,26.25,26.75,27.75,27.50,28.00,28.50,27.75,26.50,26.50,26.50,27.00,27.25,27.25,27.50,27.50,27.00,27.00,27.00,26.75,27.25,27.00,27.75,28.00,27.25,26.75,26.75,26.75,27.25,27.50,27.75,}
{28.75,27.75,28.00,27.25,28.50,29.00,29.00,28.50,28.25,27.00,27.25,28.00,27.75,30.75,29.25,28.00,27.75,26.50,26.50,28.25,28.50,28.75,28.50,27.75,27.00,27.00,26.75,27.25,28.25,28.00,28.00,27.75,27.25,26.75,26.25,26.75,27.75,27.50,28.00,28.50,27.75,26.50,26.50,26.50,27.00,27.25,27.25,27.50,27.50,27.00,27.00,27.00,26.75,27.25,27.00,27.75,28.00,27.25,26.75,26.75,26.75,27.25,27.50,27.75,}
{28.75,27.75,28.00,27.25,28.50,29.00,29.00,28.50,28.25,27.00,27.25,28.00,27.75,30.75,29.25,28.00,27.75,26.50,26.50,28.25,28.50,28.75,28.50,27.75,27.00,27.00,26.75,27.25,28.25,28.00,28.00,27.75,27.25,26.75,26.25,26.75,27.75,27.50,28.00,28.50,27.75,26.50,26.50,26.50,27.00,27.25,27.25,27.50,27.50,27.00,27.00,27.00,26.75,27.25,27.00,27.75,28.00,27.25,26.75,26.75,26.75,27.25,27.50,27.75,}
{28.75,27.75,28.00,27.25,28.50,29.00,29.00,28.50,28.25,27.00,27.25,28.00,27.75,30.75,29.25,28.00,27.75,26.75,26.50,28.25,28.50,28.75,28.50,27.50,27.00,27.25,26.50,27.25,28.25,27.75,27.25,27.00,27.25,26.75,26.25,26.75,27.50,27.25,27.50,27.75,27.75,26.50,26.50,26.50,26.75,27.25,27.25,27.75,27.50,27.00,27.00,26.75,26.75,27.25,27.00,27.75,28.00,27.25,26.75,26.50,26.75,27.25,27.25,27.75,}
{28.75,27.50,28.00,27.00,28.50,29.00,29.00,28.75,28.00,27.25,27.00,28.00,27.75,30.75,29.50,28.00,27.75,26.75,26.50,28.25,28.50,28.75,28.50,27.50,27.00,27.25,26.50,27.25,28.25,27.75,27.25,27.00,27.25,26.75,26.25,26.75,27.50,27.25,27.50,27.75,27.75,26.50,26.50,26.50,26.75,27.25,27.25,27.75,27.50,27.00,27.00,26.75,26.75,27.25,27.00,27.75,28.00,27.25,26.75,26.50,26.75,27.25,27.25,27.75,}
{28.75,27.50,28.00,27.00,28.50,29.00,29.00,28.75,28.00,27.25,27.00,28.00,27.75,30.75,29.50,28.00,27.75,26.75,26.50,28.25,28.50,28.75,28.50,27.50,27.00,27.25,26.50,27.25,28.25,27.75,27.25,27.00,27.25,26.75,26.25,26.75,27.50,27.25,27.50,27.75,27.75,26.50,26.50,26.50,26.75,27.25,27.25,27.75,27.50,27.00,27.00,26.75,26.75,27.25,27.00,27.75,28.00,27.25,26.75,26.50,26.75,27.25,27.25,27.75,}
{28.75,27.50,28.00,27.00,28.50,29.00,29.00,28.75,28.00,27.25,27.00,28.00,27.75,30.75,29.50,28.00,27.75,26.75,26.50,28.25,28.50,28.75,28.50,27.50,27.00,27.25,26.50,27.25,28.25,27.75,27.25,27.00,27.25,26.75,26.25,26.75,27.50,27.25,27.50,27.75,27.75,26.50,26.50,26.50,26.75,27.25,27.25,27.75,27.50,27.00,27.00,26.75,26.75,27.25,27.00,27.75,28.00,27.25,26.75,26.50,26.75,27.25,27.25,27.75,}
{28.75,27.50,28.00,27.00,28.50,29.00,29.00,28.75,28.00,27.25,27.00,28.00,27.75,30.75,29.50,28.00,27.75,26.75,26.50,28.25,28.50,28.75,28.50,27.50,27.00,27.25,26.50,27.25,28.25,27.75,27.25,27.00,27.25,26.75,26.25,26.75,27.50,27.25,27.50,27.75,27.75,26.50,26.50,26.50,26.75,27.25,27.25,27.75,27.50,27.00,27.00,26.75,26.75,27.25,27.00,27.75,28.00,27.25,26.75,26.50,26.75,27.25,27.25,27.75,}
{28.75,27.50,28.00,27.00,28.50,29.00,29.00,28.75,28.00,27.25,27.00,28.00,27.75,30.75,29.50,28.00,27.75,26.75,26.50,28.25,28.50,28.75,28.50,27.50,27.00,27.25,26.50,27.25,28.25,27.75,27.25,27.00,27.25,26.75,26.25,26.75,27.50,27.25,27.50,27.75,27.75,26.50,26.50,26.50,26.75,27.25,27.50,27.75,27.50,27.00,27.00,27.00,27.25,27.50,27.50,28.00,28.25,27.25,26.75,26.50,26.75,27.50,27.25,28.00,}
{28.75,27.75,28.00,27.00,28.50,29.25,29.00,28.50,28.00,27.25,27.00,28.00,27.75,30.75,29.25,28.00,27.75,26.50,26.75,28.00,28.50,28.50,28.75,27.25,27.00,27.00,26.50,27.25,28.25,27.75,27.25,27.00,27.25,26.75,26.25,26.75,27.75,27.75,27.75,27.50,27.75,26.50,26.50,26.75,27.25,27.75,27.50,27.75,27.50,27.00,27.00,27.00,27.25,27.50,27.50,28.00,28.25,27.25,26.75,26.50,26.75,27.50,27.25,28.00,}
{28.75,27.75,28.00,27.00,28.50,29.25,29.00,28.50,28.00,27.25,27.00,28.00,27.75,30.75,29.25,28.00,27.75,26.50,26.75,28.00,28.50,28.50,28.75,27.25,27.00,27.00,26.50,27.25,28.25,27.75,27.25,27.00,27.25,26.75,26.25,26.75,27.75,27.75,27.75,27.50,27.75,26.50,26.50,26.75,27.25,27.75,27.50,27.75,27.50,27.00,27.00,27.00,27.25,27.50,27.50,28.00,28.25,27.25,26.75,26.50,26.75,27.50,27.25,28.00,}
{28.75,27.75,28.00,27.00,28.50,29.25,29.00,28.50,28.00,27.25,27.00,28.00,27.75,30.75,29.25,28.00,27.75,26.50,26.75,28.00,28.50,28.50,28.75,27.25,27.00,27.00,26.50,27.25,28.25,27.75,27.25,27.00,27.25,26.75,26.25,26.75,27.75,27.75,27.75,27.50,27.75,26.50,26.50,26.75,27.25,27.75,27.50,27.75,27.50,27.00,27.00,27.00,27.25,27.50,27.50,28.00,28.25,27.25,26.75,26.50,26.75,27.50,27.25,28.00,}
{28.75,27.75,28.00,27.00,28.50,29.25,29.00,28.50,28.00,27.25,27.00,28.00,27.75,30.75,29.25,28.00,27.75,26.50,26.75,28.00,28.50,28.50,28.75,27.25,27.00,27.00,26.50,27.25,28.25,27.75,27.25,27.00,27.25,26.75,26.25,26.75,27.75,27.75,27.75,27.50,27.75,26.50,26.50,26.75,27.25,27.75,27.50,27.75,27.50,27.00,27.00,27.00,27.25,27.50,27.50,28.00,28.25,27.25,26.75,26.50,26.75,27.50,27.25,28.00,}
{28.75,27.75,28.00,27.00,28.50,29.25,29.00,28.50,28.00,27.25,27.00,28.00,27.75,30.75,29.25,28.00,27.75,26.50,26.75,28.00,28.50,28.50,28.75,27.25,27.00,27.00,26.50,27.25,28.25,27.75,27.25,27.00,27.25,26.75,26.25,26.75,27.75,27.75,27.75,27.50,27.75,26.50,26.50,26.75,27.25,27.75,27.50,27.75,27.50,27.00,27.00,27.00,27.25,27.50,27.50,28.00,28.25,27.25,26.75,26.50,26.75,27.50,27.25,28.00,}
{28.75,27.75,28.00,27.25,28.50,29.25,28.75,28.75,28.00,27.00,27.25,28.00,27.75,30.75,29.25,28.25,27.75,26.75,26.50,28.00,28.50,28.50,28.50,27.25,27.00,27.00,26.75,27.00,28.00,27.75,27.25,26.75,27.50,27.00,26.50,27.00,27.75,27.50,27.50,27.50,28.25,27.50,27.25,27.00,27.50,27.50,27.25,27.25,27.75,27.25,27.75,27.25,27.50,27.50,27.25,27.75,28.25,27.00,26.75,26.75,26.75,27.50,27.25,27.75,}
{28.75,27.75,28.00,27.25,28.50,29.25,28.75,28.75,28.00,27.00,27.25,28.00,27.75,30.75,29.25,28.25,27.75,26.75,26.50,28.00,28.50,28.50,28.50,27.25,27.00,27.00,26.75,27.00,28.00,27.75,27.25,26.75,27.50,27.00,26.50,27.00,27.75,27.50,27.50,27.50,28.25,27.50,27.25,27.00,27.50,27.50,27.25,27.25,27.75,27.25,27.75,27.25,27.50,27.50,27.25,27.75,28.25,27.00,26.75,26.75,26.75,27.50,27.25,27.75,}
{28.75,27.75,28.00,27.25,28.50,29.25,28.75,28.75,28.00,27.00,27.25,28.00,27.75,30.75,29.25,28.25,27.75,26.75,26.50,28.00,28.50,28.50,28.50,27.25,27.00,27.00,26.75,27.00,28.00,27.75,27.25,26.75,27.50,27.00,26.50,27.00,27.75,27.50,27.50,27.50,28.25,27.50,27.25,27.00,27.50,27.50,27.25,27.25,27.75,27.25,27.75,27.25,27.50,27.50,27.25,27.75,28.25,27.00,26.75,26.75,26.75,27.50,27.25,27.75,}
{28.75,27.75,28.00,27.25,28.50,29.25,28.75,28.75,28.00,27.00,27.25,28.00,27.75,30.75,29.25,28.25,27.75,26.75,26.50,28.00,28.50,28.50,28.50,27.25,27.00,27.00,26.75,27.00,28.00,27.75,27.25,26.75,27.50,27.00,26.50,27.00,27.75,27.50,27.50,27.50,28.25,27.50,27.25,27.00,27.50,27.50,27.25,27.25,27.75,27.25,27.75,27.25,27.50,27.50,27.25,27.75,28.25,27.00,26.75,26.75,26.75,27.50,27.25,27.75,}
{28.75,27.75,28.00,27.25,28.50,29.25,28.75,28.75,28.00,27.00,27.25,28.00,27.75,30.75,29.25,28.25,27.75,26.75,26.50,28.00,28.50,28.50,28.50,27.25,27.00,27.00,26.75,27.00,28.00,27.75,27.25,26.75,27.50,27.00,26.50,27.00,27.75,27.50,27.50,27.50,28.25,27.50,27.25,27.00,27.50,27.50,27.25,27.25,27.75,27.25,27.75,27.25,27.50,27.50,27.25,27.75,28.25,27.00,26.75,26.75,26.75,27.50,27.25,27.75,}
{28.75,27.50,28.00,27.25,28.75,29.00,28.75,28.75,28.25,27.00,27.25,28.00,27.75,30.50,29.25,28.50,27.75,26.75,26.50,28.00,28.25,28.75,28.50,27.25,27.00,26.75,26.50,26.75,28.00,27.50,27.25,26.50,27.75,27.00,26.50,26.75,27.50,27.25,27.25,27.00,28.50,27.50,27.25,26.75,27.00,27.00,26.75,27.00,27.75,27.25,27.50,27.00,27.00,27.25,26.75,27.50,28.25,27.00,26.75,27.00,26.50,27.50,27.25,27.75,}
{28.75,27.50,28.00,27.25,28.75,29.00,28.75,28.75,28.25,27.00,27.25,28.00,27.75,30.50,29.25,28.50,27.75,26.75,26.50,28.00,28.25,28.75,28.50,27.25,27.00,26.75,26.50,26.75,28.00,27.50,27.25,26.50,27.75,27.00,26.50,26.75,27.50,27.25,27.25,27.00,28.50,27.50,27.25,26.75,27.00,27.00,26.75,27.00,27.75,27.25,27.50,27.00,27.00,27.25,26.75,27.50,28.25,27.00,26.75,27.00,26.50,27.50,27.25,27.75,}
{28.75,27.50,28.00,27.25,28.75,29.00,28.75,28.75,28.25,27.00,27.25,28.00,27.75,30.50,29.25,28.50,27.75,26.75,26.50,28.00,28.25,28.75,28.50,27.25,27.00,26.75,26.50,26.75,28.00,27.50,27.25,26.50,27.75,27.00,26.50,26.75,27.50,27.25,27.25,27.00,28.50,27.50,27.25,26.75,27.00,27.00,26.75,27.00,27.75,27.25,27.50,27.00,27.00,27.25,26.75,27.50,28.25,27.00,26.75,27.00,26.50,27.50,27.25,27.75,}
{28.75,27.50,28.00,27.25,28.75,29.00,28.75,28.75,28.25,27.00,27.25,28.00,27.75,30.50,29.25,28.50,27.75,26.75,26.50,28.00,28.25,28.75,28.50,27.25,27.00,26.75,26.50,26.75,28.00,27.50,27.25,26.50,27.75,27.00,26.50,26.75,27.50,27.25,27.25,27.00,28.50,27.50,27.25,26.75,27.00,27.00,26.75,27.00,27.75,27.25,27.50,27.00,27.00,27.25,26.75,27.50,28.25,27.00,26.75,27.00,26.50,27.50,27.25,27.75,}
{28.75,27.50,28.00,27.25,28.75,29.00,28.75,28.75,28.25,27.00,27.25,28.00,27.75,30.50,29.25,28.50,27.75,26.75,26.50,28.00,28.25,28.75,28.50,27.25,27.00,26.75,26.50,26.75,28.00,27.50,27.25,26.50,27.75,27.00,26.50,26.75,27.50,27.25,27.25,27.00,28.50,27.50,27.25,26.75,27.00,27.00,26.75,27.00,27.75,27.25,27.50,27.00,27.00,27.25,26.75,27.50,28.25,27.00,26.75,27.00,26.50,27.50,27.25,27.75,}
{28.75,27.50,28.00,27.25,28.75,29.00,28.75,28.75,28.00,27.25,27.00,28.00,27.75,30.50,29.25,28.25,27.50,26.75,26.75,28.00,28.00,28.75,28.50,27.25,27.00,26.75,26.50,26.75,28.00,27.25,27.25,26.50,27.75,26.75,26.25,26.50,27.25,27.00,27.25,27.00,28.50,26.75,26.50,26.25,26.75,27.00,26.50,27.00,27.75,27.00,27.00,26.75,26.75,27.25,27.00,27.50,28.25,27.00,26.50,26.75,26.50,27.25,27.25,27.75,}
{28.75,27.50,28.00,27.25,28.75,29.00,28.75,28.75,28.00,27.25,27.00,28.00,27.75,30.50,29.25,28.25,27.50,26.75,26.75,28.00,28.00,28.75,28.50,27.25,27.00,26.75,26.50,26.75,28.00,27.25,27.25,26.50,27.75,26.75,26.25,26.50,27.25,27.00,27.25,27.00,28.50,26.75,26.50,26.25,26.75,27.00,26.50,27.00,27.75,27.00,27.00,26.75,26.75,27.25,27.00,27.50,28.25,27.00,26.50,26.75,26.50,27.25,27.25,27.75,}
